Dirección;Localidad;Teléfono;email;Entidad_Titular;Sector;servicio_id;cod_catalogo;des_catalogo;CUSEC;Seccion_id
AVENIDA VALLADOLID 9;ZAMORA;653 841774;autismozamora@hotmail.com;ASOCIACIÓN DE PADRES DE PERSONAS CON AUTISMO Y/O TRASTORNO GENERALIZADO DEL DESARROLLO DE LA PROVINCIA DE ZAMORA - AUTISMO ZAMORA-;PERSONAS CON DISCAPACIDAD;4400;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;4927502017;3453
CALLE HERNAN CORTES 42;ZAMORA;980 523300;;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;4402;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;4927502014;3450
CAMINO VIEJO DE VILLARALBO, S/N;ZAMORA;980 509994;administracion@caritaszamora.org;CARITAS DIOCESANA DE ZAMORA;TOXICOMANÍAS Y ADICCIONES;4403;29.11;Serv. asistencia residencial en comunidades terapéuticas para personas con drogodependencia;4927503004;3457
PLAZA SAN ESTEBAN 3;ZAMORA;980 548700;mar.lera@zamora.es;AYUNTAMIENTO DE ZAMORA;POBLACIÓN GENERAL;4404;2.1;Servicio de valoración, orientación, planificación de caso y seguimiento;4927501002;3423
AVENIDA GALICIA 10 D;ZAMORA;983 219622;direccioncyl@gitanos.org;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;4405;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;4927505006;3467
CALLE PRADO TUERTO 17;ZAMORA;980 671300;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;INFANCIA (Y JUVENTUD);4418;30.1;Serv.protección jurídica y ejercicio tutela para la infancia en situación de desamparo;4927502005;3441
CALLE CAPITAN MENDEZ VIGO 10;AVILA;920 352732;;FAEMA SALUD MENTAL ÁVILA;MUJER;4429;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;0501905004;44
CALLE CAPITAN MENDEZ VIGO 10 BAJO;AVILA;920 352732;info@asociacionfaema.org;FAEMA SALUD MENTAL ÁVILA;PERSONAS CON DISCAPACIDAD;4430;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;0501905004;44
PLAZA ITALIA 1;AVILA;920 212223;nataliat@fundacionavila.es;FUNDACIÓN ÁVILA;INCLUSIÓN SOCIAL;4437;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0501901002;23
CARRETERA VENTA DEL OBISPO 7;NAVARREDONDA DE GREDOS;675 276484;manupifa82@gmail.com;EMERALD VENTURES, S.L.;PERSONAS MAYORES;4465;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0516501001;201
CALLE CERRILLO 33;NAVARREDONDILLA;670 363691;residenciaelcerrillo@hotmail.com;RESIDENCIAS IZQUISAN, SL;PERSONAS MAYORES;4466;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0521201001;250
CALLE PERELLÓ 48;BARCELONA;935 160463;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;4480;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE PERELLÓ, Nº 48;BARCELONA;691 291679;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;4481;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE PERELLÓ, 48;BARCELONA;935 160463;admin.sbes@sielbleu.es;FUNDACION SIEL BLEU ESPAÑA;PERSONAS MAYORES;4482;9.2;Servicio de promoción de hábitos y estilos de vida saludables;0000000nan;
CALLE ANTONIO BACIERO S/N;ARANDA DE DUERO;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);PERSONAS CON DISCAPACIDAD;4483;18.1;Servicio de apoyo para la elaboración del proyecto de vida;0901803005;339
CALLE ANTONIO BACIERO S/N;ARANDA DE DUERO;947 462004;administracion@apaceburgos.com;ASOCIACIÓN DE AFECTADOS DE PARÁLISIS CEREBRAL Y AFINES (APACE-BURGOS);(FAMILIA);4484;12.8;Serv.apoyo familiar -promoción autonomía personal-situaciones de dependencia y/o discapacidad;0901803005;339
PLAZA TERCIOS 1 BIS BAJO;ARANDA DE DUERO;947 511621;caritas.cdburgos@caritas.es;CÁRITAS DIOCESANA DE BURGOS;TOXICOMANÍAS Y ADICCIONES;4486;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;0901803005;339
AVENIDA CANTABRIA 69 9º B;BURGOS;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;4489;29.10;Servicio de alojamiento para personas sin hogar;0905905035;437
PASEO LASERNA 1;BURGOS;983 307083;info@redincola.org;FUNDACION RED INCOLA;POBLACIÓN GENERAL;4491;31.2;Servicio de provisión inmediata de alimentación;0905906001;455
CALLE ALCALDE MARTIN COBOS 15 NAVE 12;BURGOS;983 218453;notificaciones@foremcyl.es;FUNDACION FORMACION Y EMPLEO DE CASTILLA Y LEON (FOREMCYL);INCLUSIÓN SOCIAL;4492;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0905905048;450
AVENIDA COSTA RICA 150;BURGOS;646 669950;info@fundacionoxigeno.org;FUNDACIÓN OXÍGENO;INCLUSIÓN SOCIAL;4493;12.10;Servicio de apoyo familiar para la inclusión social;0905903005;392
CALLE SAN FRANCISCO 8;BURGOS;947 256219;caritas.cdburgos@caritas.es;CÁRITAS DIOCESANA DE BURGOS;INCLUSIÓN SOCIAL;4494;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0905903004;391
CALLE PEDRO POVEDA CASTROVERDE 6;BURGOS;;manuel@proyectohombreburgos.com;FUNDACIÓN CANDEAL;TOXICOMANÍAS Y ADICCIONES;4495;11.1;Servicio de prevención familiar del consumo de drogas;0905905048;450
CALLE QUINTANAR DE LA SIERRA 8;BURGOS;987 203712;tatiana@fundacionjuans.org;FUNDACIÓN JUAN SOÑADOR;INCLUSIÓN SOCIAL;4497;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0905903005;392
CALLE VIRGEN DEL SALTERIO 4 OFICINAS;BURGOS;629 507701;betania@adoratricesb.org;COMUNIDAD ADORATRICES BURGOS;MUJER;4499;29.7;Serv atención especializ. mujeres/niñas víctimas trata con fines explotación sexual;0905903005;392
CALLE CONDESA MENCIA 150;BURGOS;947 238562;fundacion@aspaniasburgos.com;FUNDACIÓN ASPANIAS BURGOS;PERSONAS CON DISCAPACIDAD;4501;13.49;Serv.atención en centros a personas situación dependencia por descanso cuidador o cuidadora;0905905035;437
CALLE SEVERO OCHOA 57;BURGOS;;contabilidad@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;MUJER;4502;2.3;Serv.valoración, orientación, planificación caso - situaciones de violencia de género;0905905048;450
CALLE LUIS CERNUDA S/N;BURGOS;968 344344;administracion@diagrama.org;FUNDACION DIAGRAMA - INTERVENCION PSICOSOCIAL;INFANCIA (Y JUVENTUD);4503;26.5;Servicio de apoyo a menores con conductas violentas en la familia;0905905035;437
CALLE MANUEL ALTOLAGUIRRE S/N;BURGOS;947 244511;miguelsantos@fundacionlesmes.org;FUNDACIÓN LESMES;INCLUSIÓN SOCIAL;4504;29.10;Servicio de alojamiento para personas sin hogar;0905905035;437
PASEO DEL ESPOLÓN 34;BURGOS;947 258600;bsocial@diputaciondeburgos.es;DIPUTACIÓN PROVINCIAL DE BURGOS;INCLUSIÓN SOCIAL;4505;31.1;Servicio de distribución coordinada de alimentos;0000000nan;
CALLE SAN PEDRO DE CARDEÑA 26 1º D;BURGOS;947 268620;burgos@accem.es;ACCEM;INCLUSIÓN SOCIAL;4507;29.10;Servicio de alojamiento para personas sin hogar;0905906001;455
CALLE LAS CLAUSTRILLAS 3 BAJO;BURGOS;671 774314;comunicacion@alacyl.org;ASOCIACIÓN DE ESCLEROSIS LATERAL AMIOTROFICA DE CASTILLA Y LEÓN (ELACYL);PERSONAS CON DISCAPACIDAD;4515;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;0905903005;392
PASEO FUENTECILLAS 27;BURGOS;686 803603;;FUNDACIÓN JUAN SOÑADOR;INFANCIA (Y JUVENTUD);4516;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;0905903005;392
PLAZA BILBAO 4;BURGOS;947 230712;;GERENCIA DE SERVICIOS SOCIALES DE CASTILLA Y LEÓN;POBLACIÓN GENERAL;4527;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;0905905035;437
CALLE SAN JUAN 2;BURGOS;947 288800;;AYUNTAMIENTO DE BURGOS;(FAMILIA);4529;12.10;Servicio de apoyo familiar para la inclusión social;0905905048;450
CALLE LA ESTACIÓN, S/N;COGOLLOS;659 944725;proyectos@remar.org;REHABILITACION DE MARGINADOS (REMAR);INCLUSIÓN SOCIAL;4544;29.10;Servicio de alojamiento para personas sin hogar;0940601001;823
CALLE CERVANTES 1;MELGAR DE FERNAMENTAL;;fundacion@fundacioncfamelgar.es;FUNDACIÓN CONDE FERNÁN ARMENTALEZ;INCLUSIÓN SOCIAL;4558;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0921101001;650
AVENIDA REPUBLICA ARGENTINA 93;MIRANDA DE EBRO;947 349100;buzon@mirandadeebro.es;AYUNTAMIENTO DE MIRANDA DE EBRO;INCLUSIÓN SOCIAL;4560;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;0921904003;686
CALLE ALAVA 6;MIRANDA DE EBRO;947 349100;buzon@mirandadeebro.es;AYUNTAMIENTO DE MIRANDA DE EBRO;INCLUSIÓN SOCIAL;4561;29.10;Servicio de alojamiento para personas sin hogar;0921904003;686
CALLE CONDADO DE TREVIÑO 1;MIRANDA DE EBRO;947 349100;juanceas@mirandadeebro.es;AYUNTAMIENTO DE MIRANDA DE EBRO;POBLACIÓN GENERAL;4562;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;0921904003;686
CALLE RONDA DEL FERROCARRIL 65 BAJO;MIRANDA DE EBRO;947 331983;borealmiranda@yahoo.es;ASOCIACIÓN BOREAL DE LUCHA CONTRA LA DROGA Y AYUDA AL DROGADICTO;TOXICOMANÍAS Y ADICCIONES;4563;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;0921904003;686
CALLE ALMACENES 18-20;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;PERSONAS MAYORES;4569;9.4;Servicio de promoción de la relación con el entorno;0921904003;686
CALLE ALMACENES 18-20;MIRANDA DE EBRO;947 312801;saludmentalmiranda@saludmentalmiranda.com;ASOCIACIÓN AYUDA ENFERMOS MENTALES DE MIRANDA - SALUD MENTAL MIRANDA;MUJER;4571;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;0921904003;686
CALLE CAVA 46;PEÑARANDA DE DUERO;620 573898;residencia.n.s.piedad@gmail.com;TRASEDAD, S.L.;PERSONAS MAYORES;4575;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0926101001;719
CALLE FUENTE 12;SANTA MARIA DEL CAMPO;;brujulaintercultural@gmail.com;ASOCIACIÓN BRÚJULA INTERCULTURAL;INCLUSIÓN SOCIAL;4580;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;0938901001;812
AVENIDA REYES LEONESES 12;LEON;987 261449;info@isadoraduncan.es;FUNDACIÓN DE FAMILIAS MONOPARENTALES ISADORA DUNCAN;INCLUSIÓN SOCIAL;4612;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;2408903015;1019
CALLE ROBLES (LOS) 7;LEON;987 394859;valponasca@valponasca.org;ASOCIACION VALPONASCA;INCLUSIÓN SOCIAL;4613;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2408910007;1082
CALLE CARDENAL CISNEROS 65;LEON;983 219622;direccioncyl@gitanos.org;FUNDACION SECRETARIADO GITANO (FSG);INCLUSIÓN SOCIAL;4615;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;2414202013;1188
CALLE CAMPOS GOTICOS (LOS) 3;LEON;98 209764;coordinacion@asociacionauryn.org;"ASOCIACION JUVENIL ""AURYN""";INCLUSIÓN SOCIAL;4616;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;2408908002;3508
AVENIDA ORDOÑO II 10;LEON;987 895727;juanjose.compadre@aytoleon.es;AYUNTAMIENTO DE LEÓN;(FAMILIA);4618;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;2408902010;1004
CALLE SAN PEDRO 19;LEON;987 222590;;SOCIEDAD DE SAN VICENTE DE PAUL;POBLACIÓN GENERAL;4619;29.9;Serv.atención residencial cuidados sociales y sanitarios, personas situación convalecencia;2408910007;1082
CALLE CID 24;LEON;987 252535;leon@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;4620;1.10;Servicio de información especializada sobre inclusión social;2411503001;1134
CALLE PUERTA OBISPO 13;LEON;987 255093;traso1906@gmail.com;ASOCIACIÓN LEONESA DE CARIDAD;INCLUSIÓN SOCIAL;4625;31.2;Servicio de provisión inmediata de alimentación;2408910005;1080
AVENIDA ALCALDE MIGUEL CASTAÑO 108;LEON;987 252535;castillayleon@cruzroja.es;CRUZ ROJA ESPAÑOLA;TOXICOMANÍAS Y ADICCIONES;4626;26.21;Servicio de asistencia sociosanitaria ambulatoria a personas con drogodependencia;2408908002;3508
CALLE VIRGEN DEL CAMINO 3,2ºC;LEON;638 794430;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;4639;29.10;Servicio de alojamiento para personas sin hogar;2408910007;1082
AVENIDA FACULTAD DE VETERINARIA 57;LEON;983 306466;gestion@aclad.net;ACLAD, ATENCIÓN INTEGRAL A COLECTIVOS EN RIESGO;TOXICOMANÍAS Y ADICCIONES;4643;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;2408905008;1048
AVENIDA PORTUGAL 7;LEON;987 203112;;FUNDACIÓN JUAN SOÑADOR;INFANCIA (Y JUVENTUD);4667;29.2;Servicio de atención residencial para la transición de menores de edad a la vida adulta;2416201001;3525
CALLE MEDICOS SIN FRONTERAS 8;PONFERRADA;987 455120;informacionph@gmail.com;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;MUJER;4669;26.14;Servicio de tratamiento psicológico a maltratadores;2411502017;1133
CALLE MEDICOS SIN FRONTERAS 8;PONFERRADA;987 451120;informacionph@gmail.com;FUNDACIÓN CENTRO ASTORGANO LEONÉS DE SOLIDARIDAD - CALS;TOXICOMANÍAS Y ADICCIONES;4670;11.1;Servicio de prevención familiar del consumo de drogas;2408905008;1048
CALLE ESTEBAN DE LA PUENTE S/N;PONFERRADA;987 446600;social_director@ponferrada.org;AYUNTAMIENTO DE PONFERRADA;(FAMILIA);4672;10.2;Serv.actuaciones preventivas para familias con hijos/as menores en situación de riesgo;2411501008;1112
CALLE BRINDIS MORÁN 2;PONFERRADA;987 427720;ponferrada@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;4674;9.1;Servicio de prevención de la situación de dependencia;2411502017;1133
CALLE LAGO DE CARUCEDO 2 - BAJO;PONFERRADA;611 067491;ateneaautismo@gmail.com;ASOCIACIÓN EQUIPO ATENEA AUTISMO;PERSONAS CON DISCAPACIDAD;4675;11.6;Serv. apoyo familiar-promoción autonomía personal-situaciones de dependencia y/o discapacidad;2411502004;1120
CALLE BRINDIS MORÁN 2;PONFERRADA;987 427720;ponferrada@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;MUJER;4677;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;2411502017;1133
CALLE ANUNCIATA 35-49 CHALET 6;SAN ANDRES DEL RABANEDO;987 949983;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;4696;29.10;Servicio de alojamiento para personas sin hogar;2414202013;1188
CALLE ANUNCIATA 48;SAN ANDRES DEL RABANEDO;987 876143;leon@accem.es;ACCEM;INCLUSIÓN SOCIAL;4697;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;2414201003;1175
CALLE JUAN CARLOS I 5;ARCAHUEJA;917 643269;info@diaconia.es;DIACONÍA;INCLUSIÓN SOCIAL;4706;12.10;Servicio de apoyo familiar para la inclusión social;2417501001;3509
CALLE PANDIETSA 20;VILLABLINO;987 798252;villablino@alfaem.org;ASOCIACIÓN LEONESA DE FAMILIARES Y AMIGOS DE ENFERMOS MENTALES - ALFAEM;PERSONAS CON DISCAPACIDAD;4725;9.1;Servicio de prevención de la situación de dependencia;2420201003;1252
CARRETERA DE LANTADILLA - ALBERGUE / NUESTRA SEÑORA DE COVADONGA - ANTIGUO COLEGIO DON ORIONE;FROMISTA;621 081472;infor@caracuel.es;ASOCIACIÓN CARACUEL-OCIO Y TIEMPO LIBRE;PERSONAS MAYORES;4759;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;0000000nan;
CALLE IGLESIA (LA) 11;GUARDO;979 746342;coordinadora@saludmental.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;4762;9.4;Servicio de promoción de la relación con el entorno;3408001002;3529
CALLE IGLESIA (LA) 11;GUARDO;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;4763;9.5;Servicio de promoción del conocimiento y la adquisición de habilidades;3408001002;3529
CALLE SAN ANTONIO 13;GUARDO;979 851658;ascarguardo@hotmail.com;ASOCIACION COMARCAL DE AYUDA A LA EXCLUSION - ASCAT;TOXICOMANÍAS Y ADICCIONES;4764;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;3408001002;3529
CALLE IGLESIA (LA) 11;GUARDO;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS MAYORES;4765;9.3;Servicio de adquisición de competencias para la vida autónoma;3408001002;3529
PLAZA CONCORDIA (LA) 8 BAJO;MONZON DE CAMPOS;979 880880;cdrucieza@cdrtcampos.es;ASOCIACION CENTRO DE DESARROLLO RURAL DEL CARRION Y UCIEZA;INCLUSIÓN SOCIAL;4770;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;3410801001;1398
CALLE BURGOS 1;PALENCIA;979 715100;;DIPUTACIÓN PROVINCIAL DE PALENCIA;POBLACIÓN GENERAL;4773;1.1;Servicio de información sobre derechos y recursos del sistema de servicios sociales;3412005006;1430
CALLE JUAN DE ARCE 5;PALENCIA;653 150408;asaliagerencia@gmail.com;SG LAS CANDELAS  S.L.;PERSONAS MAYORES;4775;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3412005013;1437
CALLE ASTERIO MAÑANOS 6;PALENCIA;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;PERSONAS CON DISCAPACIDAD;4776;27.4;Servicio de apoyo para la integración sociolaboral de las personas con discapacidad;3412006002;1441
PLAZA CARMELITAS 2;PALENCIA;979 743035;;CÁRITAS DIOCESANA DE PALENCIA;INCLUSIÓN SOCIAL;4777;1.10;Servicio de información especializada sobre inclusión social;3412006002;1441
CALLE CRUZ ROJA (DE LA) 5;PALENCIA;689 662599;;CRUZ ROJA ESPAÑOLA;POBLACIÓN GENERAL;4778;10.1;Servicio de acción social comunitaria y promoción de la solidaridad;3412005004;1428
CALLE CRUZ ROJA (DE LA) 5;PALENCIA;689 662599;;CRUZ ROJA ESPAÑOLA;(FAMILIA);4779;12.9;Serv.formación de cuidadores/as no profesionales de personas con dependencia;3412005004;1428
PLAZA JUAN XXIII 5;PALENCIA;979 706954;j.mateo@fundacionsancebrian.com;FUNDACIÓN SAN CEBRIÁN;INCLUSIÓN SOCIAL;4780;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3412006002;1441
CALLE ASTERIO MAÑANOS 6 BAJO;PALENCIA;979 746342;coordinadora@saludmentalpalencia.org;ASOCIACION SALUD MENTAL PALENCIA - FEAFES PALENCIA;MUJER;4787;29.5;Serv. atención integral mujeres víctimas violencia género discapacidad enfermedad mental grave;3412006002;1441
AVENIDA SAN TELMO 12 BAJO;PALENCIA;979 728958;arpapalencia@hotmail.es;ASOCIACIÓN ALCOHÓLICOS REHABILITADOS ARPA;TOXICOMANÍAS Y ADICCIONES;4788;2.6;Servicio general de información, orientación, apoyo y seguimiento a personas drogodependientes;3412005013;1437
AVENIDA BERRUGUETE 15;PAREDES DE NAVA;999 999999;mfcopello@hotmail.com;FEDERICO LUIS JESÚS SANDOLI;PERSONAS MAYORES;4801;9.3;Servicio de adquisición de competencias para la vida autónoma;3412301002;1469
CALLE FILIBERTO VILLALOBOS 1;BEJAR;923 402270;caritasbejar@caritasbejar.es;CARITAS INTERPARROQUIAL DE BÉJAR;INCLUSIÓN SOCIAL;4826;31.1;Servicio de distribución coordinada de alimentos;3715601001;1736
CALLE PARQUE DE LA ARMUÑA 40;CABRERIZOS;984 282726;admon@ggsalud.es;GAUDIUM EL CERRO, S.L.U;PERSONAS MAYORES;4832;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3706701001;1642
CALLE CASTILLO 4;MONTEMAYOR DEL RIO;626 281098;sofiaestrella@hotmail.com;MERCEDES CABAÑES DIAZ;PERSONAS MAYORES;4856;29.13;Servicio de atención residencial para personas mayores en situación de dependencia;3724401001;1824
CALLE DIEGO PISADOR S/N LOCAL;SALAMANCA;923 264539;inice@inice.es;INSTITUTO DE INVESTIGACIONES CIENTIFICAS Y ECOLOGICAS. INICE;PERSONAS MAYORES;4861;9.4;Servicio de promoción de la relación con el entorno;3727403009;1897
CALLE ALMANSA 11 CENTRO MUNICIPAL LUIS VIVES;SALAMANCA;923 188478;asociaciontas@tas.org.es;ASOCIACIÓN TAS;INCLUSIÓN SOCIAL;4864;2.5;Servicio de valoración, orientación y planificación de caso para la inclusión social;3727402006;1874
CALLE PRADO 17;SALAMANCA;923 221032;salamanca@cruzroja.es;CRUZ ROJA ESPAÑOLA;INCLUSIÓN SOCIAL;4865;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727401006;1862
PASEO ROBLES 29 BAJO;SALAMANCA;687 584633;castillayleon@accem.es;ACCEM;INCLUSIÓN SOCIAL;4866;27.5;Serv. apoyo para la integración sociolaboral de personas en riesgo de exclusión social;3727405020;1950
CALLE MONROY 2;SALAMANCA;923 269698;caritas@caritasalamanca.org;CARITAS DIOCESANA DE SALAMANCA;INCLUSIÓN SOCIAL;4868;1.10;Servicio de información especializada sobre inclusión social;3727402001;1869
CALLE JESUS 10, BAJO;SALAMANCA;923 994177;contacto@planbeduso.es;FUNDACIÓN PLAN B EDUCACIÓN SOCIAL;INFANCIA (Y JUVENTUD);4871;26.6;Servicio de mediación en el ámbito de la jurisdicción de menores infractores/as;3727403009;1897
CALLE CASTROVERDE 22;SALAMANCA;923 190150;gestion@saludmentalsalamanca.org;SALUD MENTAL SALAMANCA-AFEMC;PERSONAS CON DISCAPACIDAD;4874;24.11;Servicio de apoyo técnico a personas en situación de dependencia y/o discapacidad.;3727403009;1897
